"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adigu\Desktop\oop_ödev\app\modules\module_3\base.py", "Python", 0, 0, 1, 1
"c:\Users\adigu\Desktop\oop_ödev\app\modules\module_3\implementations.py", "Python", 0, -2, 0, -2
"c:\Users\adigu\Desktop\oop_ödev\app\modules\module_3\repository.py", "Python", 0, 33, -4, 29
"c:\Users\adigu\Desktop\oop_ödev\app\modules\module_3\services.py", "Python", 41, 2, 3, 46
"Total", "-", 41, 33, 0, 74
