"filename", "language", "Python", "comment", "blank", "total"
"c:\Users\adigu\Desktop\oop_ödev\app\modules\module_3\demo.py", "Python", 0, 1, 0, 1
"c:\Users\adigu\Desktop\oop_ödev\app\modules\module_3\services.py", "Python", 0, 2, 0, 2
"Total", "-", 0, 3, 0, 3
